id,date,shift,machine,location,loctype,dept,category,description,start,end,duration_hr,freq
d20250601-03,2025-06-01,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:41,05:46,0.08,1
d20250601-04,2025-06-01,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,06:00,07:00,1.0,1
d20250601-05,2025-06-01,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,07:00,07:12,0.2,1
d20250601-06,2025-06-01,Day,BWE2,A9,line,CV,CM,ตัดสลิงสายพาน,07:22,07:40,0.3,1
d20250601-07,2025-06-01,Day,BWE2,A9,line,ME,CM,แก้ไขปุ่ม ตึง/หย่อน Tension,07:40,08:15,0.58,1
d20250601-08,2025-06-01,Day,BWE2,A9.1,line,ME,CM,เปลี่ยน Return,08:15,08:50,0.58,1
d20250601-09,2025-06-01,Day,BWE2,BWE2,machine,OPT,CM,เคลียร์ดินใต้ Discharge,08:50,09:35,0.75,1
d20250601-10,2025-06-01,Day,BWE2,BWE2,machine,Uncontrol,Rain,ดูท่าทีฝน,10:00,10:21,0.35,1
d20250601-11,2025-06-01,Day,BWE2,BWE2,machine,CV,CM,ตัดสลิงสายพาน,10:42,11:00,0.3,1
d20250601-12,2025-06-01,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,12:04,12:07,0.05,1
d20250601-13,2025-06-01,Day,BWE2,SPD.A,spreader,Uncontrol,Rain,ดูท่าทีฝน,12:42,13:12,0.5,1
d20250601-14,2025-06-01,Day,BWE2,BWE2,machine,ME,CM,แก้ไข Impact,14:40,14:44,0.07,1
d20250601-15,2025-06-01,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:20,15:25,0.08,1
d20250601-16,2025-06-01,Day,BWE2,BWE2,machine,ME,CM,แก้ไข Impact,15:30,16:20,0.83,1
d20250601-17,2025-06-01,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:39,19:11,0.53,1
d20250601-18,2025-06-01,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,20:07,20:18,0.18,1
d20250601-19,2025-06-01,Night,BWE2,A2,line,ME,CM,เปลียน Carry,22:04,22:48,0.73,1
d20250601-20,2025-06-01,Night,BWE2,A8,line,EE,CM,trip RTD NPE MD2,23:46,00:38,0.87,1
d20250602-01,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:50,00:52,0.03,1
d20250602-02,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:31,01:37,0.1,1
d20250602-03,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:15,02:21,0.1,1
d20250602-04,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:28,02:34,0.1,1
d20250602-05,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,Clear track,03:15,03:19,0.07,1
d20250602-06,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,Clear track,04:05,04:10,0.08,1
d20250602-07,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,Clear track,04:45,04:55,0.17,1
d20250602-08,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:32,05:40,0.13,1
d20250602-09,2025-06-02,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,06:00,07:00,1.0,1
d20250602-10,2025-06-02,Day,BWE2,Line A,line,CV,PM,PM Line A,07:00,19:00,12.0,1
d20250602-11,2025-06-02,Night,BWE2,Line A,line,OPT,Idle,เปลี่ยนกะ,19:00,20:08,1.13,1
d20250602-12,2025-06-02,Night,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,20:22,21:04,0.7,1
d20250602-13,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,21:31,21:37,0.1,1
d20250602-14,2025-06-02,Night,BWE2,A9.1,line,CV,CM,ตัดยางแผลเปิด,22:16,22:33,0.28,1
d20250602-15,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,23:14,23:17,0.05,1
d20250602-16,2025-06-02,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,23:40,23:50,0.17,1
d20250603-01,2025-06-03,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,02:05,02:45,0.67,1
d20250603-02,2025-06-03,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:00,04:08,0.13,1
d20250603-03,2025-06-03,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:07,05:14,0.12,1
d20250603-04,2025-06-03,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:40,05:46,0.1,1
d20250603-05,2025-06-03,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,07:00,08:00,1.0,1
d20250603-06,2025-06-03,Day,BWE2,BWE2,machine,CV,CM,ตัดสลิงสายพาน,08:00,08:45,0.75,1
d20250603-07,2025-06-03,Day,BWE2,BWE2,machine,ME,CM,ติด Oil Tank Limit,08:49,08:57,0.13,1
d20250603-08,2025-06-03,Day,BWE2,BWE2,machine,OPT,Other,Clear track,09:28,09:37,0.15,1
d20250603-09,2025-06-03,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:53,09:56,0.05,1
d20250603-10,2025-06-03,Day,BWE2,A9,line,CV,CM,ตัดสลิงสายพาน,10:11,10:28,0.28,1
d20250603-11,2025-06-03,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,11:48,11:52,0.07,1
d20250603-12,2025-06-03,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,13:30,13:36,0.1,1
d20250603-13,2025-06-03,Day,BWE2,BWE2,machine,OPT,Other,Clear track,14:20,14:30,0.17,1
d20250603-14,2025-06-03,Day,BWE2,BWE2,machine,Uncontrol,Rain,ดูท่าทีฝน,14:30,16:32,2.03,1
d20250603-15,2025-06-03,Day,BWE2,BWE2,machine,OPT,Other,Clear track,17:24,17:26,0.03,1
d20250603-16,2025-06-03,Day,BWE2,BWE2,machine,OPT,Other,รอรถน้ำ,17:45,18:08,0.38,1
d20250603-17,2025-06-03,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:30,19:00,0.5,1
d20250603-18,2025-06-03,Night,BWE2,A7,line,ME,CM,เปลี่ยน Return,19:00,19:45,0.75,1
d20250603-19,2025-06-03,Night,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,19:45,20:10,0.42,1
d20250603-20,2025-06-03,Night,BWE2,BWE2,machine,OPT,Other,Clear track,20:51,21:02,0.18,1
d20250603-21,2025-06-03,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,23:45,23:52,0.12,1
d20250604-01,2025-06-04,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,00:24,00:32,0.13,1
d20250604-02,2025-06-04,Night,BWE2,BWE2,machine,OPT,Other,ปรับระดับ track,01:00,01:28,0.47,1
d20250604-03,2025-06-04,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:33,02:43,0.17,1
d20250604-04,2025-06-04,Night,BWE2,BWE2,machine,OPT,Other,Clear track,03:50,03:59,0.15,1
d20250604-05,2025-06-04,Night,BWE2,BWE2,machine,OPT,Other,Clear track,04:44,04:52,0.13,1
d20250604-06,2025-06-04,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:57,07:00,1.05,1
d20250604-07,2025-06-04,Day,BWE2,SPD.A,spreader,CV,CM,ตัดสลิงสายพาน,07:00,07:50,0.83,1
d20250604-08,2025-06-04,Day,BWE2,BWE2,machine,OPT,Other,รอรถ Tractor,07:50,08:11,0.35,1
d20250604-09,2025-06-04,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:38,09:56,0.3,1
d20250604-10,2025-06-04,Day,BWE2,SPD.A,spreader,CV,CM,ซ่อมเย็นสายพาน,10:44,12:24,1.67,1
d20250604-11,2025-06-04,Day,BWE2,A9,line,CV,CM,ตัดสลิงสายพาน,12:24,12:43,0.32,1
d20250604-12,2025-06-04,Day,BWE2,BWE2,machine,OPT,Other,Clear track,13:20,13:24,0.07,1
d20250604-13,2025-06-04,Day,BWE2,BWE2,machine,OPT,Other,Clear track,14:01,14:07,0.1,1
d20250604-14,2025-06-04,Day,BWE2,BWE2,machine,OPT,Other,หลบหน้างานระเบิด,14:35,14:37,0.03,1
d20250604-15,2025-06-04,Day,BWE2,BWE2,machine,OPT,Other,Clear track,14:37,15:02,0.42,1
d20250604-16,2025-06-04,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:36,15:39,0.05,1
d20250604-17,2025-06-04,Day,BWE2,SPD.A,spreader,ME,CM,Tripper Car เดินไม่ได้,16:30,16:54,0.4,1
d20250604-18,2025-06-04,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,17:36,20:09,2.55,1
d20250604-19,2025-06-04,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,21:00,21:08,0.13,1
d20250604-20,2025-06-04,Night,BWE2,BWE2,machine,OPT,Other,Clear track,22:00,22:10,0.17,1
d20250604-21,2025-06-04,Night,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,22:40,23:49,1.15,1
d20250605-01,2025-06-05,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:37,00:44,0.12,1
d20250605-02,2025-06-05,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:02,02:12,0.17,1
d20250605-03,2025-06-05,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:40,02:50,0.17,1
d20250605-04,2025-06-05,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,03:08,03:18,0.17,1
d20250605-05,2025-06-05,Night,BWE2,BWE2,machine,OPT,Other,Clear track,04:20,04:32,0.2,1
d20250605-06,2025-06-05,Night,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,04:58,05:05,0.12,1
d20250605-07,2025-06-05,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,06:30,07:00,0.5,1
d20250605-08,2025-06-05,Day,BWE2,Line A,line,CV,PM,PM Line A,07:00,16:34,9.57,1
d20250605-09,2025-06-05,Day,BWE2,A7,line,EE,CM,Trip belt rip,16:35,16:53,0.3,1
d20250605-10,2025-06-05,Day,BWE2,BWE2,machine,OPT,Other,Clear track,17:42,17:52,0.17,1
d20250605-11,2025-06-05,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,17:58,19:00,1.03,1
d20250605-12,2025-06-05,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,19:00,19:12,0.2,1
d20250605-13,2025-06-05,Night,BWE2,A9,line,CV,CM,เอาเหล็กโต๊ะออกจากหน้าขุด,20:14,20:28,0.23,1
d20250605-14,2025-06-05,Night,BWE2,A9,line,CV,CM,เคลียร์ดินอัดสายพาน,22:47,23:58,1.18,1
d20250606-01,2025-06-06,Night,BWE2,BWE2,machine,ME,CM,track trip,01:20,01:32,0.2,1
d20250606-02,2025-06-06,Night,BWE2,BWE2,machine,ME,CM,track trip,01:35,01:38,0.05,1
d20250606-03,2025-06-06,Night,BWE2,BWE2,machine,OPT,Other,Clear track,02:15,02:20,0.08,1
d20250606-04,2025-06-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:10,03:16,0.1,1
d20250606-05,2025-06-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:55,04:01,0.1,1
d20250606-06,2025-06-06,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:06,05:45,0.65,1
d20250606-07,2025-06-06,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,06:30,07:00,0.5,1
d20250606-08,2025-06-06,Day,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,07:00,07:30,0.5,1
d20250606-09,2025-06-06,Day,BWE2,BWE2,machine,OPT,Other,ทำทางเดิน BW,07:30,08:45,1.25,1
d20250606-10,2025-06-06,Day,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,08:45,09:00,0.25,1
d20250606-11,2025-06-06,Day,BWE2,BWE2,machine,ME,CM,เปลี่ยนยาง V-Scapper Wheel Boom,09:00,13:20,4.33,1
d20250606-12,2025-06-06,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,13:52,14:00,0.13,1
d20250606-13,2025-06-06,Day,BWE2,SPD.A,spreader,CV,Idle,SPD.A เดินอ้อมหัว,14:00,15:40,1.67,1
d20250606-14,2025-06-06,Day,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,15:43,15:51,0.13,1
d20250606-15,2025-06-06,Day,BWE2,BWE2,machine,OPT,Other,Clear track,16:04,16:07,0.05,1
d20250606-16,2025-06-06,Day,BWE2,BWE2,machine,OPT,Other,Clear track,16:19,16:20,0.02,1
d20250606-17,2025-06-06,Day,BWE2,A9,line,CV,CM,สายพาน Slide,16:33,16:46,0.22,1
d20250606-18,2025-06-06,Day,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,17:51,19:00,1.15,1
d20250606-19,2025-06-06,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,19:00,19:18,0.3,1
d20250606-20,2025-06-06,Night,BWE2,SPD.A,spreader,ME,CM,ย้ายสาย Sequener,19:55,21:11,1.27,1
d20250606-21,2025-06-06,Night,BWE2,BWE2,machine,ME,CM,Track เดินไม่ได้,23:26,01:14,1.8,1
d20250607-01,2025-06-07,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:11,01:15,0.07,1
d20250607-02,2025-06-07,Night,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,01:26,01:48,0.37,1
d20250607-03,2025-06-07,Night,BWE2,A3,line,ME,CM,เปลี่ยน Return,01:48,02:33,0.75,1
d20250607-04,2025-06-07,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,03:24,03:30,0.1,1
d20250607-05,2025-06-07,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:16,05:30,0.23,1
d20250607-06,2025-06-07,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,06:40,07:00,0.33,1
d20250607-07,2025-06-07,Day,BWE2,Line A,line,CV,PM,PM Line A,07:00,16:06,9.1,1
d20250607-08,2025-06-07,Day,BWE2,BWE2,machine,OPT,Other,ปรับระดับ track,17:06,17:13,0.12,1
d20250607-09,2025-06-07,Day,BWE2,BWE2,machine,ME,CM,track trip,17:39,17:46,0.12,1
d20250607-10,2025-06-07,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:40,19:16,0.6,1
d20250607-11,2025-06-07,Night,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,19:20,00:38,5.3,1
d20250608-01,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,Clear track,00:27,00:35,0.13,1
d20250608-02,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,กู้รถน้ำออกจากหน้าขุด,01:17,01:47,0.5,1
d20250608-03,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:40,02:45,0.08,1
d20250608-04,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:06,03:09,0.05,1
d20250608-05,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:30,03:32,0.03,1
d20250608-06,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:58,04:03,0.08,1
d20250608-07,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:30,04:34,0.07,1
d20250608-08,2025-06-08,Night,BWE2,A3,line,CV,CM,เช็คสายพาน,04:39,05:31,0.87,1
d20250608-09,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,06:00,06:03,0.05,1
d20250608-10,2025-06-08,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,06:32,07:00,0.47,1
d20250608-11,2025-06-08,Day,BWE2,BWE2,machine,OPT,Idle,ตรวจเช็คเครื่องจักร,07:00,07:37,0.62,1
d20250608-12,2025-06-08,Day,BWE2,A9,line,CV,CM,เอา Carry ออกจากสายพาน,08:15,08:20,0.08,1
d20250608-13,2025-06-08,Day,BWE2,A9,line,CV,CM,แก้ไข Bracing,08:20,08:40,0.33,1
d20250608-14,2025-06-08,Day,BWE2,BWE2,machine,ME,CM,แก้ไข การ์ด Wheel Boom,08:40,16:20,7.67,1
d20250608-15,2025-06-08,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:58,18:01,0.05,1
d20250608-16,2025-06-08,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:37,19:15,0.63,1
d20250608-17,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,21:27,21:44,0.28,1
d20250608-18,2025-06-08,Night,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,22:02,22:27,0.42,1
d20250609-01,2025-06-09,Night,BWE2,A2,line,EE,CM,Trip Belt Rip,01:46,02:47,1.02,1
d20250609-02,2025-06-09,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:35,03:42,0.12,1
d20250609-03,2025-06-09,Night,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,04:19,04:30,0.18,1
d20250609-04,2025-06-09,Night,BWE2,BWE2,machine,OPT,Other,เอา casing drill rig ออกจากหน้างาน,05:00,05:16,0.27,1
d20250609-05,2025-06-09,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,06:00,07:00,1.0,1
d20250609-06,2025-06-09,Day,BWE2,Line A,line,CV,PM,PM Line A,07:00,19:00,12.0,1
d20250609-07,2025-06-09,Night,BWE2,A3,line,CV,PM,Resplice สายพาน,19:00,01:46,6.77,1
d20250610-01,2025-06-10,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,00:24,00:28,0.07,1
d20250610-02,2025-06-10,Night,BWE2,A3,line,EE,CM,Trip Belt Rip,01:47,02:08,0.35,1
d20250610-03,2025-06-10,Night,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,02:08,07:00,4.87,1
d20250610-04,2025-06-10,Day,BWE2,BWE2,machine,ME,CM,เช็ค Gear Box Pulley สายพาน Wheel Boom,07:00,12:09,5.15,1
d20250610-05,2025-06-10,Day,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,12:09,13:30,1.35,1
d20250610-06,2025-06-10,Day,BWE2,A11,line,CV,CM,เปลี่ยน Flat Return,13:30,14:50,1.33,1
d20250610-07,2025-06-10,Day,BWE2,BWE2,machine,CV,Idle,โหลดไล่น้ำ,14:50,15:34,0.73,1
d20250610-08,2025-06-10,Day,BWE2,BWE2,machine,CV,CM,ตัดสลิงสายพาน,15:56,16:00,0.07,1
d20250610-09,2025-06-10,Day,BWE2,BWE2,machine,ME,CM,เเก้ไข Bolt หน้า Flange Pulley Wheel Boom,16:00,17:23,1.38,1
d20250610-10,2025-06-10,Day,BWE2,BWE2,machine,ME,CM,เช็ค Gear Box Pulley สายพาน Wheel Boom,17:30,17:50,0.33,1
d20250610-11,2025-06-10,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:40,19:16,0.6,1
d20250610-12,2025-06-10,Night,BWE2,BWE2,machine,OPT,Other,Clear track,21:17,21:22,0.08,1
d20250611-01,2025-06-11,Day,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,07:00,11:17,4.28,1
d20250611-02,2025-06-11,Day,BWE2,BWE2,machine,OPT,Other,Clear track,11:30,11:36,0.1,1
d20250611-03,2025-06-11,Day,BWE2,A7,line,EE,CM,Trip Belt Rip,11:36,12:15,0.65,1
d20250611-04,2025-06-11,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,14:05,14:07,0.03,1
d20250611-05,2025-06-11,Day,BWE2,A9,line,CV,CM,ตัดสลิงสายพาน,14:53,15:05,0.2,1
d20250611-06,2025-06-11,Day,BWE2,A2,line,EE,CM,Trip cross bar,15:06,15:35,0.48,1
d20250611-07,2025-06-11,Day,BWE2,BWE2,machine,OPT,Other,Clear track,15:49,15:50,0.02,1
d20250611-08,2025-06-11,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,15:58,16:05,0.12,1
d20250611-09,2025-06-11,Day,BWE2,BWE2,machine,ME,CM,ออยเลอร์ เข้าเช็คน้ำมันรั่วหน้า Wheel Boom,16:27,16:41,0.23,1
d20250611-10,2025-06-11,Day,BWE2,A3,line,EE,CM,Trip cross bar,17:14,17:30,0.27,1
d20250611-11,2025-06-11,Day,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,17:30,19:00,1.5,1
d20250611-12,2025-06-11,Night,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,19:00,23:15,4.25,1
d20250611-13,2025-06-11,Night,BWE2,Line A,line,Uncontrol,Rain,ฝนตก,23:15,07:00,7.75,1
d20250612-01,2025-06-12,Night,BWE2,BWE2,machine,OPT,Other,ดินถมสาย,01:41,01:47,0.1,1
d20250612-02,2025-06-12,Night,BWE2,BWE2,machine,ME,CM,แก้ไขท่อน้ำ,01:47,02:23,0.6,1
d20250612-03,2025-06-12,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:55,03:02,0.12,1
d20250612-04,2025-06-12,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,04:18,04:28,0.17,1
d20250612-05,2025-06-12,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:06,05:14,0.13,1
d20250612-06,2025-06-12,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:50,07:00,1.17,1
d20250612-07,2025-06-12,Day,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,07:00,07:55,0.92,1
d20250612-08,2025-06-12,Day,BWE2,BWE2,machine,OPT,Other,Clear track,07:55,09:05,1.17,1
d20250612-09,2025-06-12,Day,BWE2,BWE2,machine,ME,CM,แก้ไขตลับจาระบี,09:05,09:45,0.67,1
d20250612-10,2025-06-12,Day,BWE2,BWE2,machine,OPT,Other,เคลียร์เส้นทางระเบิด,09:45,13:58,4.22,1
d20250612-11,2025-06-12,Day,BWE2,BWE2,machine,OPT,Other,Clear track,14:18,14:20,0.03,1
d20250612-12,2025-06-12,Day,BWE2,A8,line,EE,CM,Trip oil pump,14:20,14:30,0.17,1
d20250612-13,2025-06-12,Day,BWE2,BWE2,machine,OPT,Other,Clear track,15:28,15:40,0.2,1
d20250612-14,2025-06-12,Day,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,16:42,18:18,1.6,1
d20250612-15,2025-06-12,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:40,19:18,0.63,1
d20250612-16,2025-06-12,Night,BWE2,BWE2,machine,OPT,Other,ปรับระดับ track,20:19,20:29,0.17,1
d20250612-17,2025-06-12,Night,BWE2,BWE2,machine,OPT,Other,Clear track,23:10,23:25,0.25,1
d20250613-01,2025-06-13,Night,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,00:10,01:00,0.83,1
d20250613-02,2025-06-13,Night,BWE2,BWE2,machine,OPT,Other,Clear track,01:15,01:26,0.18,1
d20250613-03,2025-06-13,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:51,01:56,0.08,1
d20250613-04,2025-06-13,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:23,02:25,0.03,1
d20250613-05,2025-06-13,Night,BWE2,BWE2,machine,ME,CM,เช็ค Carry สายพาน,02:37,04:07,1.5,1
d20250613-06,2025-06-13,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:00,05:02,0.03,1
d20250613-07,2025-06-13,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,06:00,07:00,1.0,1
d20250613-08,2025-06-13,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,07:00,07:25,0.42,1
d20250613-09,2025-06-13,Day,BWE2,BWE2,machine,OPT,Other,Clear track,08:02,08:10,0.13,1
d20250613-10,2025-06-13,Day,BWE2,BWE2,machine,OPT,Other,Clear track,10:00,10:17,0.28,1
d20250613-11,2025-06-13,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,11:36,11:40,0.07,1
d20250613-12,2025-06-13,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,13:39,13:44,0.08,1
d20250613-13,2025-06-13,Day,BWE2,BWE2,machine,OPT,Other,Clear track,14:16,14:26,0.17,1
d20250613-14,2025-06-13,Day,BWE2,BWE2,machine,OPT,Other,หลบหน้างานระเบิด,14:39,14:44,0.08,1
d20250613-15,2025-06-13,Day,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,14:44,14:57,0.22,1
d20250613-16,2025-06-13,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:33,15:36,0.05,1
d20250613-17,2025-06-13,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:11,17:15,0.07,1
d20250613-18,2025-06-13,Day,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,17:40,21:48,4.13,1
d20250613-19,2025-06-13,Night,BWE2,BWE2,machine,CV,Idle,โหลดไล่น้ำ,21:52,22:33,0.68,1
d20250613-20,2025-06-13,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,23:10,23:16,0.1,1
d20250614-01,2025-06-14,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:26,00:31,0.08,1
d20250614-02,2025-06-14,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:48,01:50,0.03,1
d20250614-03,2025-06-14,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:16,02:22,0.1,1
d20250614-04,2025-06-14,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:45,03:56,0.18,1
d20250614-05,2025-06-14,Night,BWE2,A5,line,EE,CM,Trip Belt Rip,04:27,04:57,0.5,1
d20250614-06,2025-06-14,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:30,05:39,0.15,1
d20250614-07,2025-06-14,Day,BWE2,Line A,line,CV,PM,PM Line A,07:00,14:40,7.67,1
d20250614-08,2025-06-14,Day,BWE2,BWE2,machine,ME,CM,เช็ค Gear Box Pulley สายพาน Wheel Boom,14:40,15:31,0.85,1
d20250614-09,2025-06-14,Day,BWE2,A1,line,EE,CM,Trip Temperature Winding,15:31,17:25,1.9,1
d20250614-10,2025-06-14,Day,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,17:25,23:54,6.48,1
d20250615-01,2025-06-15,Night,BWE2,BWE2,machine,OPT,Other,Clear track,01:49,01:55,0.1,1
d20250615-02,2025-06-15,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:35,02:41,0.1,1
d20250615-03,2025-06-15,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:21,03:26,0.08,1
d20250615-04,2025-06-15,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:44,05:14,0.5,1
d20250615-05,2025-06-15,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:51,05:54,0.05,1
d20250615-06,2025-06-15,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,06:00,07:00,1.0,1
