id,date,shift,machine,location,loctype,dept,category,description,start,end,duration_hr,freq
d20250615-07,2025-06-15,Day,BWE2,A1,line,CV,CM,เปลี่ยน Flat Return,07:00,08:14,1.23,1
d20250615-08,2025-06-15,Day,BWE2,BWE2,machine,ME,CM,รอเเก้ไข รถ Tractor,09:00,16:20,7.33,1
d20250615-09,2025-06-15,Day,BWE2,A4,line,CV,CM,A4 ดิน Block Chute,16:20,17:19,0.98,1
d20250615-10,2025-06-15,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:41,19:07,0.43,1
d20250615-11,2025-06-15,Night,BWE2,A2,line,CV,CM,เปลี่ยน Flat Return,19:09,20:24,1.25,1
d20250615-12,2025-06-15,Night,BWE2,BWE2,machine,OPT,Other,Clear track,21:57,22:05,0.13,1
d20250615-13,2025-06-15,Night,BWE2,BWE2,machine,OPT,Other,รอรถน้ำ,23:24,23:30,0.1,1
d20250616-01,2025-06-16,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:47,00:50,0.05,1
d20250616-02,2025-06-16,Night,BWE2,BWE2,machine,OPT,Other,Clear track,00:56,01:00,0.07,1
d20250616-03,2025-06-16,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:17,03:22,0.08,1
d20250616-04,2025-06-16,Night,BWE2,BWE2,machine,ME,CM,track trip,03:48,03:54,0.1,1
d20250616-05,2025-06-16,Night,BWE2,BWE2,machine,OPT,Other,Clear track,04:48,04:50,0.03,1
d20250616-06,2025-06-16,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:00,07:00,2.0,1
d20250616-07,2025-06-16,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,08:40,08:49,0.15,1
d20250616-08,2025-06-16,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:14,09:17,0.05,1
d20250616-09,2025-06-16,Day,BWE2,A6,line,EE,CM,Trip Belt Rip,10:26,11:00,0.57,1
d20250616-10,2025-06-16,Day,BWE2,BWE2,machine,OPT,Idle,ตรวจเช็คเครื่องจักร,11:00,13:00,2.0,1
d20250616-11,2025-06-16,Day,BWE2,BWE2,machine,OPT,Other,OPT.รอรถบริการลงหน้างาน (รถเสีย),13:00,13:30,0.5,1
d20250616-12,2025-06-16,Day,BWE2,BWE2,machine,OPT,Other,หลบหน้างานระเบิด,13:30,14:12,0.7,1
d20250616-13,2025-06-16,Day,BWE2,BWE2,machine,OPT,Other,ย้ายสาย 6.6 kv.,14:12,14:50,0.63,1
d20250616-14,2025-06-16,Day,BWE2,BWE2,machine,OPT,Other,เดินเข้าหน้าขุด,14:50,15:09,0.32,1
d20250616-15,2025-06-16,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:49,16:51,0.03,1
d20250616-16,2025-06-16,Day,BWE2,BWE2,machine,OPT,Other,เคลียร์ดินอัดใต้ Discharge,17:30,18:43,1.22,1
d20250616-17,2025-06-16,Night,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,20:00,21:55,1.92,1
d20250616-18,2025-06-16,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:29,22:33,0.07,1
d20250617-01,2025-06-17,Night,BWE2,A5,line,EE,CM,Trip Belt Rip,01:14,01:33,0.32,1
d20250617-02,2025-06-17,Night,BWE2,BWE2,machine,EE,CM,ติด Crawler Brake,01:54,02:00,0.1,1
d20250617-03,2025-06-17,Night,BWE2,A9,line,CV,CM,ดินไหลกลับท้าย,02:05,02:26,0.35,1
d20250617-04,2025-06-17,Night,BWE2,BWE2,machine,EE,CM,ติด Crawler Brake,02:38,02:46,0.13,1
d20250617-05,2025-06-17,Night,BWE2,A9,line,CV,CM,ปลี่ยน Flat Return,03:28,03:47,0.32,1
d20250617-06,2025-06-17,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:00,04:02,0.03,1
d20250617-07,2025-06-17,Night,BWE2,BWE2,machine,OPT,Other,Clear track,04:12,04:19,0.12,1
d20250617-08,2025-06-17,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:58,07:00,1.03,1
d20250617-09,2025-06-17,Day,BWE2,Line A,line,CV,PM,PM Line A,07:00,15:00,8.0,1
d20250617-10,2025-06-17,Day,BWE2,BWE2,machine,ME,CM,เชื่อมปลอกฟัน,15:00,15:37,0.62,1
d20250617-11,2025-06-17,Day,BWE2,Line A,line,OPT,Idle,Stand By,15:37,16:16,0.65,1
d20250617-12,2025-06-17,Day,BWE2,Line A,line,Uncontrol,Rain,ดูท่าทีฝน,18:03,18:16,0.22,1
d20250617-13,2025-06-17,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:40,19:05,0.42,1
d20250617-14,2025-06-17,Night,BWE2,A8,line,EE,CM,Trip Coss Bar,19:32,19:51,0.32,1
d20250617-15,2025-06-17,Night,BWE2,BWE2,machine,OPT,Other,Clear track,21:18,21:23,0.08,1
d20250617-16,2025-06-17,Night,BWE2,BWE2,machine,OPT,Other,Clear track,22:16,22:23,0.12,1
d20250617-17,2025-06-17,Night,BWE2,A9,line,CV,CM,ตัดสลิงสายพาน,22:38,22:42,0.07,1
d20250617-18,2025-06-17,Night,BWE2,BWE2,machine,EE,CM,ติด Crawler Brake,23:18,23:24,0.1,1
d20250617-19,2025-06-17,Night,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,23:50,01:14,1.4,1
d20250618-01,2025-06-18,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:58,01:05,0.12,1
d20250618-02,2025-06-18,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:42,02:48,0.1,1
d20250618-03,2025-06-18,Night,BWE2,BWE2,machine,ME,CM,ติด Slewing Discharge limit right,03:40,03:50,0.17,1
d20250618-04,2025-06-18,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:35,04:40,0.08,1
d20250618-05,2025-06-18,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,06:00,07:00,1.0,1
d20250618-06,2025-06-18,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,07:00,07:15,0.25,1
d20250618-07,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,รอรถน้า,07:15,08:40,1.42,1
d20250618-08,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,08:52,08:57,0.08,1
d20250618-09,2025-06-18,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,09:14,09:25,0.18,1
d20250618-10,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:45,09:50,0.08,1
d20250618-11,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,รอรถน้า,09:50,10:01,0.18,1
d20250618-12,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,10:07,11:42,1.58,1
d20250618-13,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,12:07,12:12,0.08,1
d20250618-14,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,13:48,13:51,0.05,1
d20250618-15,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,14:56,14:59,0.05,1
d20250618-16,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:45,15:53,0.13,1
d20250618-17,2025-06-18,Day,BWE2,BWE2,machine,ME,CM,เช็คสายพาน Wheel Boom,16:23,16:26,0.05,1
d20250618-18,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:57,17:01,0.07,1
d20250618-19,2025-06-18,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:40,17:50,0.17,1
d20250618-20,2025-06-18,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,18:40,19:17,0.62,1
d20250618-21,2025-06-18,Night,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,20:30,21:33,1.05,1
d20250618-22,2025-06-18,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:00,22:02,0.03,1
d20250618-23,2025-06-18,Night,BWE2,SPD.A,spreader,CV,CM,ตัดยางซ่อมร้อน,23:22,00:37,1.25,1
d20250619-01,2025-06-19,Night,BWE2,BWE2,machine,CV,CM,ตัดสลิงสายพาน,00:30,00:35,0.08,1
d20250619-02,2025-06-19,Night,BWE2,BWE2,machine,OPT,CM,เคลียร์ดินอัด Scraper Wheel Boom,00:35,00:52,0.28,1
d20250619-03,2025-06-19,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:50,01:57,0.12,1
d20250619-04,2025-06-19,Night,BWE2,BWE2,machine,ME,CM,แก้ไข Impact Hopper Car,02:10,02:20,0.17,1
d20250619-05,2025-06-19,Night,BWE2,BWE2,machine,OPT,Other,Clear track,02:43,02:47,0.07,1
d20250619-06,2025-06-19,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:03,04:08,0.08,1
d20250619-07,2025-06-19,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:41,05:45,0.07,1
d20250619-08,2025-06-19,Day,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,07:00,09:00,2.0,1
d20250619-09,2025-06-19,Day,BWE2,Line A,line,CV,PM,PM Line A,09:00,16:51,7.85,1
d20250619-10,2025-06-19,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:37,17:40,0.05,1
d20250619-11,2025-06-19,Day,BWE2,BWE2,machine,OPT,Other,Clear track,17:55,18:02,0.12,1
d20250619-12,2025-06-19,Day,BWE2,BWE2,machine,OPT,Idle,ตรวจเช็คเครื่องจักร,18:30,19:14,0.73,1
d20250619-13,2025-06-19,Night,BWE2,BWE2,machine,ME,CM,แก้ไข Impact Discharge,19:51,20:38,0.78,1
d20250619-14,2025-06-19,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:00,22:05,0.08,1
d20250619-15,2025-06-19,Night,BWE2,A1,line,ME,CM,เปลี่ยน Return,22:12,23:34,1.37,1
d20250619-16,2025-06-19,Night,BWE2,BWE2,machine,ME,CM,เช็คอุณหภูมิ Gearbox,23:51,00:05,0.23,1
d20250620-01,2025-06-20,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:10,01:14,0.07,1
d20250620-02,2025-06-20,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:20,02:24,0.07,1
d20250620-03,2025-06-20,Night,BWE2,SPD.A,spreader,EE,CM,"SPD.A Trip ค่า X,Y",04:05,04:34,0.48,1
d20250620-04,2025-06-20,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:19,05:22,0.05,1
d20250620-05,2025-06-20,Night,BWE2,BWE2,machine,OPT,Other,Clear track,06:20,06:30,0.17,1
d20250620-06,2025-06-20,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,06:40,07:00,0.33,1
d20250620-07,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,รอรถน้ำ,07:00,08:00,1.0,1
d20250620-08,2025-06-20,Day,BWE2,SPD.A,spreader,EE,Other,ย้ายสาย 6.6 kv.,08:00,09:40,1.67,1
d20250620-09,2025-06-20,Day,BWE2,BWE2,machine,CV,CM,ตัดสลิงสายพาน,10:11,10:19,0.13,1
d20250620-10,2025-06-20,Day,BWE2,A9,line,ME,CM,เปลียน Carry,10:50,11:04,0.23,1
d20250620-11,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,11:43,11:47,0.07,1
d20250620-12,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,12:40,12:49,0.15,1
d20250620-13,2025-06-20,Day,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,12:57,13:31,0.57,1
d20250620-14,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,13:48,14:00,0.2,1
d20250620-15,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,หลบหน้างานระเบิด,14:30,15:01,0.52,1
d20250620-16,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:47,15:51,0.07,1
d20250620-17,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:20,16:29,0.15,1
d20250620-18,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,Clear track,17:12,17:20,0.13,1
d20250620-19,2025-06-20,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,18:22,18:35,0.22,1
d20250620-20,2025-06-20,Day,BWE2,BWE2,machine,OPT,Idle,ตรวจเช็คเครื่องจักร,18:35,19:16,0.68,1
d20250620-21,2025-06-20,Night,BWE2,BWE2,machine,CV,CM,ตัดสลิงสายพาน,20:03,20:13,0.17,1
d20250620-22,2025-06-20,Night,BWE2,BWE2,machine,OPT,Other,Clear track,20:22,20:25,0.05,1
d20250620-23,2025-06-20,Night,BWE2,BWE2,machine,OPT,CM,เคลียร์ดินอัด Snup Pulley Wheel Boom,21:00,21:41,0.68,1
d20250620-24,2025-06-20,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:17,22:21,0.07,1
d20250620-25,2025-06-20,Night,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,23:40,00:29,0.82,1
d20250621-01,2025-06-21,Day,BWE2,Line A,line,CV,CM,Extend สายพาน A1,07:00,19:00,12.0,1
d20250621-02,2025-06-21,Night,BWE2,Line A,line,CV,CM,Extend สายพาน A1,19:00,07:00,12.0,1
d20250622-01,2025-06-22,Night,BWE2,BWE2,machine,CV,CM,Impact Hopper Car Link ขาด,00:52,01:38,0.77,1
d20250622-02,2025-06-22,Night,BWE2,BWE2,machine,OPT,Other,จัดจุดตก BW,01:38,01:55,0.28,1
d20250622-03,2025-06-22,Night,BWE2,Line A,line,Uncontrol,Rain,ดูท่าทีฝน,02:30,02:55,0.42,1
d20250622-04,2025-06-22,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:40,03:51,0.18,1
d20250622-05,2025-06-22,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:03,05:08,0.08,1
d20250622-06,2025-06-22,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:58,07:00,1.03,1
d20250622-07,2025-06-22,Day,BWE2,Line A,line,CV,CM,Extend สายพาน A1,07:00,10:30,3.5,1
d20250622-08,2025-06-22,Day,BWE2,Line A,line,EE,CM,ไฟดับ,10:30,11:30,1.0,1
d20250622-09,2025-06-22,Day,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,11:30,12:08,0.63,1
d20250622-10,2025-06-22,Day,BWE2,A9,line,EE,CM,Trip Belt Rip,12:08,12:25,0.28,1
d20250622-11,2025-06-22,Day,BWE2,BWE2,machine,ME,CM,แก้ไข Bracing Wheel Boom,13:07,17:23,4.27,1
d20250622-12,2025-06-22,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:45,17:47,0.03,1
d20250622-13,2025-06-22,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,18:12,18:19,0.12,1
d20250622-14,2025-06-22,Night,BWE2,BWE2,machine,ME,CM,เช็ค Track มีเสียงดังผิดปกติ,19:00,19:30,0.5,1
d20250622-15,2025-06-22,Night,BWE2,A9,line,CV,CM,สายพาน Slide,21:02,21:05,0.05,1
d20250622-16,2025-06-22,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,21:21,21:25,0.07,1
d20250622-17,2025-06-22,Night,BWE2,BWE2,machine,OPT,CM,ดินอัด Snup Pulley Wheel Boom,22:10,22:34,0.4,1
d20250622-18,2025-06-22,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,23:25,23:29,0.07,1
d20250623-01,2025-06-23,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:24,00:27,0.05,1
d20250623-02,2025-06-23,Night,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,01:45,07:00,5.25,1
d20250623-03,2025-06-23,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,07:00,07:17,0.28,1
d20250623-04,2025-06-23,Day,BWE2,BWE2,machine,OPT,Other,รอรถน้า,07:17,08:46,1.48,1
d20250623-05,2025-06-23,Day,BWE2,BWE2,machine,OPT,CM,เคลียร์ดินอัดสายพาน Wheel Boom,09:30,09:36,0.1,1
d20250623-06,2025-06-23,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:45,09:50,0.08,1
d20250623-07,2025-06-23,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,10:42,10:50,0.13,1
d20250623-08,2025-06-23,Day,BWE2,A3,line,EE,CM,trip Block Chute,11:00,11:30,0.5,1
d20250623-09,2025-06-23,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,12:20,12:27,0.12,1
d20250623-10,2025-06-23,Day,BWE2,BWE2,machine,ME,CM,เชื่อมสลัดแทรค,13:34,14:07,0.55,1
d20250623-11,2025-06-23,Day,BWE2,BWE2,machine,OPT,Other,หลบหน้างานระเบิด,14:07,14:50,0.72,1
d20250623-12,2025-06-23,Day,BWE2,BWE2,machine,ME,CM,เช็คฟันบุ้งกี๋,16:01,16:16,0.25,1
d20250623-13,2025-06-23,Day,BWE2,A9,line,EE,CM,Trip Belt Rip,16:20,16:27,0.12,1
d20250623-14,2025-06-23,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,16:41,16:51,0.17,1
d20250623-15,2025-06-23,Day,BWE2,A6,line,CV,CM,A6 ตัดสลิงสายพาน,17:16,17:52,0.6,1
d20250623-16,2025-06-23,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:17,17:21,0.07,1
d20250623-17,2025-06-23,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:30,19:14,0.73,1
d20250623-18,2025-06-23,Night,BWE2,A9,line,CV,CM,เคลียร์ดินอัดสายพาน,19:30,19:52,0.37,1
d20250623-19,2025-06-23,Night,BWE2,BWE2,machine,ME,CM,แก้ไขผนัง Hopper Car,19:52,22:20,2.47,1
d20250623-20,2025-06-23,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:49,22:53,0.07,1
d20250624-01,2025-06-24,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:13,00:15,0.03,1
d20250624-02,2025-06-24,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,00:58,01:08,0.17,1
d20250624-03,2025-06-24,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:55,01:58,0.05,1
d20250624-04,2025-06-24,Night,BWE2,BWE2,machine,OPT,Other,Clear track,04:15,04:21,0.1,1
d20250624-05,2025-06-24,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:01,05:05,0.07,1
d20250624-06,2025-06-24,Night,BWE2,BWE2,machine,OPT,Other,รอรถน้า,05:32,05:40,0.13,1
d20250624-07,2025-06-24,Night,BWE2,BWE2,machine,ME,CM,แก้ไข Impact,06:15,07:00,0.75,1
d20250624-08,2025-06-24,Day,BWE2,Line A,line,CV,PM,PM Line A,07:00,16:57,9.95,1
d20250624-09,2025-06-24,Day,BWE2,BWE2,machine,ME,CM,เปลี่ยน Pump Gaer Wheel Boom,16:57,19:00,2.05,1
d20250624-10,2025-06-24,Night,BWE2,BWE2,machine,OPT,Other,ย้ายสาย 6.6 kv.,19:00,21:10,2.17,1
d20250624-11,2025-06-24,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:15,22:18,0.05,1
d20250624-12,2025-06-24,Night,BWE2,BWE2,machine,OPT,CM,เคลียร์ดินอัด Skirt Plate Hopper Car,22:26,23:08,0.7,1
d20250625-01,2025-06-25,Night,BWE2,A5,line,EE,CM,Trip Belt Rip,00:14,00:36,0.37,1
d20250625-02,2025-06-25,Night,BWE2,A5,line,EE,CM,Trip Belt Rip,01:25,01:54,0.48,1
d20250625-03,2025-06-25,Night,BWE2,BWE2,machine,OPT,Other,เคลียร์ดินอัดสายไฟ,02:03,02:11,0.13,1
d20250625-04,2025-06-25,Night,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,02:11,03:52,1.68,1
d20250625-05,2025-06-25,Night,BWE2,BWE2,machine,OPT,Other,ปรับระดับหน้าขุด,04:50,05:03,0.22,1
d20250625-06,2025-06-25,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:20,05:27,0.12,1
d20250625-07,2025-06-25,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,06:00,07:00,1.0,1
d20250625-08,2025-06-25,Day,BWE2,BWE2,machine,ME,CM,เปลี่ยน Impact,07:00,09:05,2.08,1
d20250625-09,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:37,09:41,0.07,1
d20250625-10,2025-06-25,Day,BWE2,A7,line,EE,CM,Trip Belt Rip,10:10,10:34,0.4,1
d20250625-11,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,10:53,11:16,0.38,1
d20250625-12,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,11:50,11:59,0.15,1
d20250625-13,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,13:13,13:18,0.08,1
d20250625-14,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,13:50,13:54,0.07,1
d20250625-15,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,หลบหน้างานระเบิด,13:54,13:58,0.07,1
d20250625-16,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,14:29,14:32,0.05,1
d20250625-17,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:00,15:05,0.08,1
d20250625-18,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:25,15:27,0.03,1
d20250625-19,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:08,16:13,0.08,1
d20250625-20,2025-06-25,Day,BWE2,BWE2,machine,ME,CM,แก้ไข สเปย์น้ำข้าง wheel หลุด,16:22,16:36,0.23,1
d20250625-21,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:54,16:59,0.08,1
d20250625-22,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:13,17:16,0.05,1
d20250625-23,2025-06-25,Day,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,17:37,19:15,1.63,1
d20250625-24,2025-06-25,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:50,17:59,0.15,1
d20250625-25,2025-06-25,Night,BWE2,BWE2,machine,OPT,Other,เคลียร์ดินอัด Snup pulley,19:32,19:55,0.38,1
d20250625-26,2025-06-25,Night,BWE2,BWE2,machine,OPT,Other,เคลียร์ดินอัด Snup pulley,20:32,21:04,0.53,1
d20250625-27,2025-06-25,Night,BWE2,SPD.A,spreader,EE,CM,SPD.A Trip ไม่โชว์ Messenger,21:33,21:44,0.18,1
d20250625-28,2025-06-25,Night,BWE2,A7,line,CV,CM,A7 เเก้ไข Flat Return ท้ายล็อก,22:02,22:33,0.52,1
d20250625-29,2025-06-25,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,23:42,23:47,0.08,1
d20250626-01,2025-06-26,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,07:00,07:20,0.33,1
d20250626-02,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,07:40,07:45,0.08,1
d20250626-03,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,08:00,08:09,0.15,1
d20250626-04,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,08:54,09:03,0.15,1
d20250626-05,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,10:27,10:32,0.08,1
d20250626-06,2025-06-26,Day,BWE2,A9,line,ME,CM,แก้ไข Carry,10:40,10:51,0.18,1
d20250626-07,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,11:50,12:01,0.18,1
d20250626-08,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,Clear track,12:18,12:24,0.1,1
d20250626-09,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,12:25,12:32,0.12,1
d20250626-10,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,12:37,12:45,0.13,1
d20250626-11,2025-06-26,Day,BWE2,A7,line,EE,CM,Trip Belt Rip,14:11,14:50,0.65,1
d20250626-12,2025-06-26,Day,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,16:47,17:38,0.85,1
d20250626-13,2025-06-26,Day,BWE2,BWE2,machine,CV,CM,A3 Resplice สายพาน,17:38,19:00,1.37,1
d20250626-14,2025-06-26,Night,BWE2,BWE2,machine,CV,CM,A3 Resplice สายพาน,19:00,07:00,12.0,1
d20250627-01,2025-06-27,Night,BWE2,A9,line,CV,CM,สายพาน Slide,03:35,03:40,0.08,1
d20250627-02,2025-06-27,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:03,04:06,0.05,1
d20250627-03,2025-06-27,Night,BWE2,A3,line,EE,CM,Trip Tension Min,04:14,04:24,0.17,1
d20250627-04,2025-06-27,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,05:00,05:04,0.07,1
d20250627-05,2025-06-27,Night,BWE2,BWE2,machine,EE,CM,Trip Temp Motor Bearing Discharge,05:06,05:13,0.12,1
d20250627-06,2025-06-27,Night,BWE2,A3,line,EE,CM,Trip Brake#1 Fault CB MD#1,06:10,06:33,0.38,1
d20250627-07,2025-06-27,Night,BWE2,A8,line,EE,CM,Trip Belt Rip,06:42,07:00,0.3,1
d20250627-08,2025-06-27,Day,BWE2,A3,line,CV,CM,A3 Resplice สายพาน,07:00,19:00,12.0,1
d20250627-09,2025-06-27,Night,BWE2,A3,line,CV,CM,A3 Resplice สายพาน,19:00,03:30,8.5,1
d20250628-01,2025-06-28,Night,BWE2,BWE2,machine,OPT,Other,Clear track,00:03,00:05,0.03,1
d20250628-02,2025-06-28,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,00:35,00:38,0.05,1
d20250628-03,2025-06-28,Night,BWE2,A5,line,EE,CM,Trip Belt Rip,00:50,02:11,1.35,1
d20250628-04,2025-06-28,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:36,03:40,0.07,1
d20250628-05,2025-06-28,Night,BWE2,SPD.A,spreader,EE,CM,SPD.A Trip Collision,04:36,05:53,1.28,1
d20250628-06,2025-06-28,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,06:00,07:00,1.0,1
d20250628-07,2025-06-28,Day,BWE2,A8,line,EE,CM,Trip Belt Rip,07:00,07:21,0.35,1
d20250628-08,2025-06-28,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,07:35,07:40,0.08,1
d20250628-09,2025-06-28,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,08:21,08:26,0.08,1
d20250628-10,2025-06-28,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:10,09:17,0.12,1
